DISCIPL,COMMONNAME,LEGALNAME,ADSTREET,ADSTATE,ADZIP5,PHONE,WEBURL,REVENUE15,LONGITUDE,LATITUDE,GSTREET
BOT,BROWN FAMILY ENVIRONMENTAL CENTER,BROWN FAMILY ENVIRONMENTAL CENTER,9781 LAYMON ROAD,OH,43022,7404275050,HTTP://WWW.KENYON.EDU/DIRECTORIES/OFFICES-SERVICES/BROWN-FAMILY-ENVIRONMENTAL-CENTER/, ,-82.41103,40.3755,9781 LAYMON ROAD
BOT,CLEVELAND METROPARKS: ROCKY RIVER NATURE CENTER,CLEVELAND METROPARKS: ROCKY RIVER NATURE CENTER,24000 VALLEY PARKWAY,OH,44039,4407346660, , ,-82.01125,41.39091,ROCKY RIVER NATURE CENTER
BOT,CONSERVANCY FOR CUYAHOGA VALLEY NATIONAL PARK,CONSERVANCY FOR CUYAHOGA VALLEY NATIONAL PARK,3675 OAK HILL ROAD,OH,44264,3306572909,HTTP://WWW.CONSERVANCYFORCVNP.ORG, ,-81.58218,41.2161,3675 OAK HILL ROAD
BOT,CRANE HOLLOW PRESERVE,CRANE HOLLOW PRESERVE,16820 STATE ROUTE 678,OH,43149,7404385777, , ,-82.58747,39.4959,16820 STATE ROUTE 678
BOT,GLEN HELEN ECOLOGY INSTITUTE,GLEN HELEN ECOLOGY INSTITUTE,405 CORRY ST,OH,45387,9377691902,HTTP://GLEN.ANTIOCHCOLLEGE.ORG/GLEN_HELEN, ,-83.88796,39.80597,405 CORRY ST
BOT,GORMAN HERITAGE FARM,GORMAN HERITAGE FARM,10052 READING ROAD,OH,45241,5135636663,HTTP://GORMANFARM.ORG/, ,-84.4255,39.2481,10052 READING ROAD
BOT,MARIANIST ENVIRONMENTAL EDUCATION CENTER,MARIANIST ENVIRONMENTAL EDUCATION CENTER,ST JOSEPHY HALL MOUNT ST JOHN,OH,45430,9374293582,HTTP://MEEC.UDAYTON.EDU, ,-84.10197,39.72136,4435 EAST PATTERSON ROAD
BOT,AULLWOOD AUDUBON CENTER & FARM,AULLWOOD AUDUBON CENTER & FARM,1000 AULLWOOD ROAD,OH,45414,9378907360,HTTP://WEB4.AUDUBON.ORG/LOCAL/SANCTUARY/AULLWOOD/, ,-84.27741,39.87137,1000 AULLWOOD ROAD
ZAW,WOOLAROC MUSEUM & WILDLIFE PRESERVE,WOOLAROC MUSEUM-WILDLIFE PRSRV,HIGHWAY 123,OK,74003,9183360307,HTTP://WWW.WOOLAROC.ORG, ,-96.03306,36.7517,1925 WOOLAROC RANCH RD
HST,WAYNOKA HISTORY MUSEUM,WAYNOKA HISTORY MUSEUM,202 S CLEVELAND,OK,73860,5808245871, , ,-98.88289,36.58285,202 S CLEVELAND
HST,SHEERAR MUSEUM,STILLWATER MUSEUM ASSOCIATION INC,702 S DUNCAN ST,OK,74074,4053770359,HTTP://WWW.SHEERARMUSEUM.ORG,93030,-97.06137,36.11373,702 S DUNCAN ST
CMU,TULSA CHILDREN'S MUSEUM,TULSA CHILDRENS MUSEUM,14 E 7TH ST,OK,74119,9182958144,HTTP://TULSACHILDRENSMUSEUM.ORG/,777437,-96.00376,36.16105,560 N MAYBELLE AVE
CMU,STILLWATER CHILDREN'S MUSEUM,STILLWATER CHILDREN'S MUSEUM,1601 S MAIN ST,OK,74074,4055333333,HTTP://WWW.OKWONDERTORIUM.ORG, ,-97.05841,36.10592,1601 S MAIN ST
ART,ROSE ROCK GALLERY AND MUSEUM,ROSE ROCK GALLERY AND MUSEUM,419 S HIGHWAY 77,OK,73068,4058729838,HTTP://WWW.ROSEROCKMUSEUM.COM, ,-97.38962,35.12183,419 S HIGHWAY 77
ART,RICHARDSON ASIAN ART MUSEUM,RICHARDSON ASIAN ART MUSEUM,4770 S HARVARD AVE,OK,74135,9187479393, , ,-95.94079,36.09302,4770 S HARVARD AVE
HST,MUSKOGEE WAR MEMORIAL PARK,MUSKOGEE WAR MEMORIAL PARK AUTHORITY,1629 IRVING ST,OK,74402,9186871450,http://warmemorialpark.org/, ,-95.34645,35.75091,1629 IRVING ST
CMU,JASMINE MORAN CHILDREN'S MUSEUM,JASMINE MORAN CHILDREN'S MUSEUM,1714 HIGHWAY 9 W,OK,74868,4053820950,HTTP://WWW.JASMINEMORAN.COM, ,-96.67387,35.23321,1714 HIGHWAY 9 W
CMU,KALEIDOSCOPE CHILDREN'S MUSEUM,KALEIDOSCOPE CHILDREN'S MUSEUM,6202 S SHERIDAN RD,OK,74133,9183405252,HTTP://WWW.KALEIDOSCOPECM.COM, ,-95.90531,36.07285,6202 S SHERIDAN RD
SCI,GEOSCIENCE CENTER,TULSA GEOLOGICAL SOCIETY FOUNDATION,8801 S YALE AVE,OK,74137,9183924556,HTTP://TULSAGEOSCIENCECENTER.ORG,24007,-95.98964,36.15006,610 S MAIN ST
HST,BREAK O' DAY FARM AND METCALF MUSEUM,BREAK ODAY FARM AND METCALFE MUSEUM INC,RT 1,OK,73642,5806554467,HTTP://METCALFEMUSEUM.ORG/, ,-99.91953,35.84747,8647 N 1745 RD
CMU,MERRIMACK VALLEY CHILDREN'S MUSEUM,MERRIMACK VALLEY CHILDRENS MUSEUM,191 MERRIMACK ST STE 608,MA,74743, , ,0,-71.0817,42.77399,191 MERRIMACK ST STE 608
ART,OWENS ARTS PLACE MUSEUM,OWENS ARTS PLACE MUSEUM INC,1202 E HARRISON,OK,73044,4052600204,HTTP://OWENSMUSEUM.COM,0,-97.40997,35.87712,1202 EAST HARRISON AVENUE
SCI,DAVID M. BROWN PLANETARIUM,FRIENDS OF THE PLANETARIUM,1426 QUINCY STREET,OK,74743,7032286070,HTTPS://APSVA.US/PLANETARIUM-OVERVIEW,0,-77.10838,38.88862,1426 N QUINCY ST
SCI,NATIONAL WEATHER MUSEUM AND SCIENCE CENTER,THE NATIONAL WEATHER MUSEUM AND SCIENCE CENTER,120 DAVID L BOREN BLVD,OK,73072,4053253095,HTTP://WWW.OU.EDU/NWC,119115,-97.44345,35.19427,120 DAVID L BOREN BLVD
HST,TANNEHILL MUSEUM,TANNEHILL MUSEUM INC,PO BOX 3215,OK,74502,9184235953,HTTP://TANNEHILLMUSEUM.COM/,0,-95.77496,34.95277,500 W STONEWALL AVE
ZAW,WILDERNESS PARADISE EDUCATIONAL & ZOOLOGICAL PARK,WILDERNESS PARADISE EDUCATIONAL AND ZOOLOGICAL PARK INC,14101 GUN CLUB RD,OK,74447,9186371948, ,106673,-95.90883,35.65349,14101 GUN CLUB RD
HST,SOUTHERN HEIGHTS HERITAGE CENTER & MUSEUM,SOUTHERN HEIGHTS HERITAGE CENTER & MUSEUM INC,616 LEONA MITCHELL BLVD,OK,73701,5802376989, ,0,-97.8708,36.38712,616 LEONA MITCHELL BLVD
HST,ROSCOE O & W RAILWAY MUSEUM,ROSCOE O & W RAILWAY MUSEUM,603 W JACKSON,OK,74743,6074984346, ,0,-74.91291,41.93052,7 RAILROAD AVE
ART,OKLAHOMA BLACK MUSEUM,OKLAHOMA BLACK MUSEUM AND PERFORMING ARTS CENTER INC,4701 N LINCOLN BLVD,OK,73105,4055218114,HTTP://WWW.OBMAPAC.ORG/,0,-97.50047,35.48749,733 NE 17TH ST
ZAW,ZOO SAFARI,ZOO SAFARI INC,5301 EAR BOB RD,OK,74352,9183862203,HTTP://WWW.ZOOSAFARIUSA.ORG/CONTACT-US/,9668,-95.2131,36.10314,5301 EAR BOB RD
HST,ROUTE 66 VILLAGE,ROUTE 66 VILLAGE,PO BOX 571266,OK,74157,9186090405,HTTP://WWW.ROUTE66VILLAGE.ORG/,7185,-96.01515,36.10874,3770 SOUTHWEST BOULEVARD
NAT,MEDICINE PARK MUSEUM OF NATURAL SCIENCE,MEDICINE PARK MUSEUM OF NATURAL SCIENCE INC,PO BOX 337,OK,73557, , ,359550,-98.50269,34.73174,PO BOX 337
HST,MUSEUM OF THE AMERICAN RAILROAD,FRISCO RAILROAD MUSEUM INC,6455 PAGE ST,TX,74743,2144280101, ,0,-96.89855,33.13848,6455 PAGE ST
CMU,DISCIPLE DISCOVERY CENTER,DISCIPLE DISCOVERY CENTER,PO BOX 296,OK,74015,9182662114, , ,-95.73708,36.16718,1883 S CHEROKEE STREET
HST,TULSA AUTOMOTIVE MUSEUM,TULSA AUTOMOTIVE MUSEUM INC,5918 E 31ST ST,OK,74135, , ,0,-95.90889,36.11879,5918 E 31ST ST
BOT,OKLAHOMA CENTENNIAL BOTANICAL GARDEN,OKLAHOMA CENTENNIAL BOTANICAL GARDEN INC,PO BOX 707,OK,74101,9182890330,HTTP://WWW.TULSABOTANIC.ORG/,5315792,-96.02706,36.15931,3900 TULSA BOTANIC DRIVE
SCI,SCIENCE MUSEUM OKLAHOMA,KIRKPATRICK SCIENCE AND AIR SPACE MUSEUM AT OMNIPLEX,2100 NE 52ND ST,OK,73111,4056023760,HTTP://WWW.SCIENCEMUSEUMOKLAHOMA.COM/,0,-97.47622,35.52497,2100 NE 52ND ST
HST,WAIMEA SUGAR MILL MUSEUM,WAIMEA SUGAR MILL MUSEUM,603 W JACKSON,OK,74743,8083352824, ,0, , ,PLANTATION COTTAGES
HST,OKLAHOMA MUSEUM OF FLYING,OKLAHOMA MUSEUM OF FLYING INC,14100 PARKWAY COMMONS DRIVE SUITE,OK,73134,4058081599, ,41581,-97.55118,35.61401,14100 PARKWAY COMMONS DR
HST,CLOVERFORK MUSEUM,CLOVERFORK MUSEUM INC,603 W JACKSON,OK,74743, , ,0,-83.1253,36.89707,203 PHILPOT LN
HST,OKLAHOMA MUSEUM OF LABOR AND MINING,OKLAHOMA MUSEUM OF LABOR AND MINING,PO BOX 1055,OK,74437,9186522625, ,0,-95.98968,35.43999,123 N 7TH ST
ART,OKLAHOMA INSTITUTE FOR CERAMIC ARTS,OKLAHOMA INSTITUTE FOR CERAMIC ARTS INC,1611 W 201ST ST S,OK,74047, , ,300,-96.0145,35.87217,1611 W 201ST ST S
HST,MUSEUM OF HOT SPRINGS,MUSEUM OF HOT SPRINGS,603 W JACKSON,OK,74743,5017673461, ,0,-93.11695,34.51894,500 MID-AMERICA BLVD
ART,OKLAHOMA CITY MUSEUM OF ART,OKLAHOMA CITY MUSEUM OF ART,415 COUCH DR,OK,73102,4052363100, ,5491719,-97.52049,35.46952,415 COUCH DR
HST,CHISHOLM TRAIL MUSEUM,CHISHOLM TRAIL MUSEUM INC,605 ZELLERS AVE,OK,73750,4053755176, ,199714,-97.93885,35.8485,605 ZELLERS AVE
HST,PLAINS INDIANS & PIONEERS HISTORICAL FOUNDATION,PLAINS INDIANS & PIONEERS HISTORICAL FOUNDATION,2009 WILLIAMS AVE,OK,73801,5802566136,HTTP://WWW.HUGEDOMAINS.COM/DOMAIN_PROFILE.CFM?D=PIPM1&E=COM,303627,-99.39071,36.42605,2009 WILLIAMS AVE
BOT,MARTIN PARK NATURE CENTER,FRIENDS OF MARTIN PARK NATURE CENTER,PO BOX 31931,OK,73003, ,HTTP://MARTINPARKOKC.ORG/,0,-97.60729,35.60916,5000 WEST MEMORIAL ROAD
HST,KAW CITY MUSEUM,KAW CITY MUSEUM INC,PO BOX 56,OK,74602,5802692366, ,0,-96.8846,36.79912,910 WASHUNGA DR
NAT,ANADARKO BASIN MUSEUM OF NATURAL HISTORY,ANADARKO BASIN MUSEUM OF NATURAL HISTORY INC,204 N MAIN,OK,73644,5802430437, ,0,-99.4048,35.41179,204 N MAIN ST
ART,PRICE TOWER ARTS CENTER,PRICE TOWER ARTS CENTER INC,PO BOX 2464,OK,74005,9183364949, ,1182843,-95.97667,36.74764,510 S DEWEY AVE
HST,WILLIAM FREMONT HARN GARDENS,WILLIAM FREMONT HARN GARDENS,1721 N LINCOLN BLVD,OK,73105,4052354058,HTTP://WWW.HARNHOMESTEAD.COM,392215,-97.50378,35.48681,1721 N LINCOLN BLVD
HST,FREEDOM MUSEUM,FREEDOM MUSEUM INC,PO BOX 125,OK,73842,5806213533, ,0,-99.16855,36.82932,36544 COUNTY ROAD 100
HST,SAND SPRINGS CULTURAL AND HISTORICAL MUSEUM,SAND SPRINGS CULTURAL & HISTORICAL MUSEUM TRUST AUTHORITY,9 EAST BROADWAY STREET,OK,74063,9182462509,HTTP://WWW.SANDSPRINGSOK.ORG/INDEX.ASPX?NID=229,0,-96.16302,36.1299,PO BOX 637
HST,LOVE COUNTY MILITARY MUSEUM,LOVE COUNTY MILITARY MUSEUM INC,408 1/2 WEST CHICKASAW ST,OK,73448,5802763192,HTTP://CHICKASAWCOUNTRY.COM/EXPLORE/VIEW/LOVE-COUNTYMILITARY-MUSEUM,0,-97.12062,33.93646,408 1/2 W CHICKASAW ST
SCI,MUSKOGEE ARTS & SCIENCE CENTER,MUSKOGEE ARTS & SCIENCE CENTER INC,1002 N MAIN,OK,74401, ,HTTP://WWW.MUSKOGEEARTSANDSCIENCECENTER.ORG/,0,-95.4196,35.76139,4704 HOWARD ST
HST,PAYNE COUNTY AND CENTRAL OKLAHOMA MUSEUM ASSOCIATION,PAYNE COUNTY AND CENTRAL OKLAHOMA MUSEUM ASSOCIATION INC,3918 S MEHAN ROAD,OK,74062, , ,0,-96.94424,36.08218,3918 S MEHAN RD
SCI,TULSA AIR AND SPACE MUSEUM,TULSA AIR AND SPACE MUSEUM INC,3624 N 74TH EAST AVE,OK,74115, , ,1839251,-95.9044,36.18636,3624 N 74TH EAST AVE
HST,CIMARRON HERITAGE CENTER,CIMARRON HERITAGE CENTER,PO BOX 214,OK,73933,5805443479,HTTP://WWW.CHCMUSEUMOK.COM/,107059,-102.51322,36.73202,PO BOX 214
HST,BARTLESVILLE AREA HISTORY MUSEUM,BARTLESVILLE HISTORY MUSEUM TRUST AUTHORITY,401 S JOHNSTONE AVE,OK,74003,9183384290,HTTP://WWW.BARTLESVILLEHISTORY.COM, ,-95.97793,36.74892,401 SOUTH JOHNSTONE AVE 5TH FLOOR
SCI,LOCOMOTIVE OPERATORS OF CENTRAL OKLAHOMA,LOCOMOTIVE OPERATORS OF CENTRAL OKLAHOMA INC,36203 CLEAR POND RD,OK,74801, , ,0,-97.01442,35.31855,36203 CLEARPOND RD
SCI,STAFFORD AIR AND SPACE MUSEUM,THOMAS P STAFFORD MUSEUM ENDOWMENT,3000 N LOGAN RD,OK,73096,5807741971,HTTP://STAFFORDMUSEUM.COM/, ,-98.67734,35.54666,3000 N LOGAN RD
BOT,LENDONWOOD GARDENS,LENDONWOOD GARDENS INC,PO BOX 450542,OK,74345,9187862938,HTTP://WWW.LENDONWOOD.COM/,52432,-94.78463,36.58284,1308 WEST 13TH STREET
ZAW,LITTLE RIVER ZOO,LITTLE RIVER ZOO INC,PO BOX 1724,OK,73083,4053667229,HTTP://WWW.LITTLERIVERZOO.COM, ,-97.48095,35.73672,PO BOX 1724
HST,AMERICAN BANJO MUSEUM,AMERICAN BANJO MUSEUM INC,9 E SHERIDAN AVE,OK,73104,4056042793,HTTP://AMERICANBANJOMUSEUM.COM/,391684,-97.51127,35.46675,9 E SHERIDAN AVE
HST,MUSEUM OF THE GREAT PLAINS AUTHORITY,MUSEUM OF THE GREAT PLAINS AUTHORITY,601 NW FERRIS AVE,OK,73507,5805813460,HTTP://WWW.DISCOVERMGP.ORG/,1221344,-98.39842,34.61613,601 NW FERRIS AVE
HST,WESTERN OKLAHOMA HISTORICAL CENTER,WESTERN OKLAHOMA HISTORICAL CENTER INC,520 WEST MAIN,OK,73096,5807727283,HTTP://CITYOFWEATHERFORD.COM/?PAGE_ID=183,0,-98.71336,35.52592,520 W MAIN ST
HST,KENTON MUSEUM,KENTON MUSUEM INCORPORATED,PO BOX 54,OK,73946,5802617479, ,0,-102.90582,36.85193,100 E MAIN
HST,TEMPLE MUSEUM ASSOCIATION,TEMPLE MUSEUM ASSOCIATION,RR1 BOX 228,OK,73568, , ,0,-98.23565,34.27152,PO BOX 234
ZAW,TULSA ZOO,TULSA ZOO FRIENDS FOUNDATION,6421 E 36TH ST N,OK,74115,9186696600,HTTP://WWW.TULSAZOO.ORG,0,-95.90663,36.20611,6421 E 36TH ST N
HST,OKLAHOMA HISTORY CENTER,FRIENDS OF THE OKLAHOMA HISTORY CENTER INC,800 NAZIH ZUHDI DR,OK,73105,4055220765, ,488191,-97.49653,35.49839,800 NAZIH ZUHDI DR
CMU,OKLAHOMA WONDERTORIUM,OKLAHOMA WONDERTORIUM LTD,PO BOX 1299,OK,74076,4055333333,HTTP://OKWONDERTORIUM.ORG/,323254,-97.06113,36.1317,308 WEST FRANKLIN LANE
CMU,BRIGHTER DAYS CHILDREN'S MUSEUM,BRIGHTER DAYS CHILDRENS MUSEUM ASSOC,LOCAL,OK,73013, , , ,-97.48811,35.62331,LOCAL
HST,GREATER SOUTHWEST HISTORICAL MUSEUM,GREATER SOUTHWEST HISTORICAL MUSEUM,35 SUNSET DR SW,OK,73401,5802263857,HTTP://GSHM.ORG,303627,-97.15177,34.17559,35 SUNSET DR SW
NAT,BRAZOS VALLEY MUSEUM OF NATURAL SCIENCE,BRAZOS VALLEY MUSEUM OF NATURAL SCIENCE,603 W JACKSON,OK,74743, , ,0, , , 
HST,VINTAGE VEHICLE MUSEUM,VINTAGE VEHICLE MUSEUM INC,1800 BAY AVE,NJ,74743,7328990012, ,0,-74.05169,40.06871,1800 BAY AVE
CMU,WHIDBEY ISLAND CHILDREN'S MUSEUM,WHIDBEY ISLAND CHILDRENS MUSEUM,603 W JACKSON,WA,74743, , ,0, , ,603 W JACKSON
ART,PHILBROOK MUSEUM OF ART,PHILBROOK MUSEUM OF ART INC.,2727 SOUTH ROCKFORD ROAD,OK,74114,9187485318,HTTP://WWW.NPS.GOV/FOCA/INDEX.HTM, ,-95.97071,36.12495,2727 SOUTH ROCKFORD ROAD
BOT,SUNRIVER NATURE CENTER,SUNRIVER NATURE CENTER & OBSERVATORY INC,57245 RIVER RD,OR,97707,5415934394,HTTP://WWW.SUNRIVERNATURECENTER.ORG/,850166,-121.4728,43.82618,57245 RIVER RD
NAT,PACIFIC NORTHWEST MUSEUM OF NATURAL HISTORY,PACIFIC NORTHWEST MUSEUM OF NATURAL HISTORY,1500 EAST MAIN STREET,OR,97520,5414881084,HTTP://WWW.AMNH.ORG, ,-122.69086,42.19481,1500 EAST MAIN STREET
ART,NORTHWEST FILM CENTER SCHOOL,PORTLAND ART MUSEUM,934 SW SALMON ST,OR,97205,5032262811, ,16026230,-122.67929,45.52667,1219 SW PARK AVENUE
ZAW,OREGON ZOO,OREGON ZOO,4001 SW CANYON ROAD,OR,97221,5032202450, , ,-122.71905,45.50699,4001 SW CANYON ROAD
HST,OREGON TRAIL INTERPRETIVE CENTER,OREGON TRAIL PRESERVATION TRUST INC,22267 OREGON HWY,OR,97814,5415231843, ,0,-117.83137,44.78659,3030 GRANDVIEW DR
ART,MAUDE KERNS ART CENTER,MAUDE I KERNS ART CENTER,1910 EAST 15TH AVENUE,OR,97403,5033451571,HTTP://WWW.MKARTCENTER.ORG/,375934,-123.06467,44.0432,1910 E 15TH AVE
HST,MISSION MILL MUSEUM,THE WILLAMETTE HERITAGE CENTER,1313 MILL ST SE,OR,97301,5035857012,HTTP://WWW.WILLAMETTEHERITAGE.ORG,804527,-123.028,44.93409,1313 MILL ST SE
NAT,KERBYVILLE MUSEUM,KERBYVILLE MUSEUM BOARD,24195 REDWOOD HWY,OR,97531,5415925252, ,0,-123.65117,42.19844,24195 REDWOOD HWY
HST,CAPE BLANCO,FRIENDS OF BLANCO STATE PARK INC,CAPE BLANCO ROAD,OR,97465,5413322207,HTTP://WWW.LIGHTHOUSEFRIENDS.COM/LIGHT.ASP?ID=125,0,-124.49047,42.75373,CAPE BLANCO ROAD
ART,CONTEMPORARY CRAFTS MUSEUM AND GALLERY,MUSEUM OF CONTEMPORARY CRAFTS,724 NORTHWEST DAVIS ST,OR,97209,5032232654,HTTP://WWW.CONTEMPORARYCRAFTS.ORG/,577681,-122.67783,45.52436,724 NW DAVIS ST
HST,COLUMBIA COUNTY MUSEUM ASSOCIATION,COLUMBIA COUNTY MUSEUM ASSOCIATION,PO BOX 172,OR,97018,9712253971, ,0,-122.80877,45.88985,PO BOX 172
ART,FAVELL MUSEUM,FAVELL MUSEUM INC,125 W MAIN ST,OR,97601,5418829996,HTTP://WWW.FAVELLMUSEUM.ORG, ,-121.79071,42.21935,125 W MAIN ST
HST,OREGON JOHN DEERE MUSEUM FOUNDATION,OREGON JOHN DEERE MUSEUM FOUNDATION,9550 SE 282ND AVE,OR,97009,5033932424,HTTP://WWW.ANTIQUEPOWERLAND.COM,36474,-122.34491,45.42473,3995 BROOKLAKE RD NE
SCI,FRANK SHRIVES MEMORIAL ELECTRIC MUSEUM,FRANK SHRIVES MEMORIAL ELECTRIC MUSEUM,745 THIRD STREET,OR,97034, , ,0,-122.6657,45.42397,745 3RD ST
BOT,RUSK RANCH NATURE CENTER,RUSK RANCH NATURE CENTER,POB 872,OR,97523,5412872164, ,0,-123.65836,42.14246,27746 REDWOOD HWY
SCI,BOHEMIA GOLD MINING MUSEUM,BOHEMIA GOLD MINING MUSEUM,PO BOX 1658,OR,97424,5419425022, ,0,-123.06646,43.80909,PO BOX 1658
HST,SISKIYOU SMOKEJUMPER BASE MUSEUM,SISKIYOU SMOKEJUMPER BASE MUSEUM,412 AIRPORT DRIVE,OR,97523, , ,0,-123.70961,42.09631,412 AIRPORT DR
BOT,TRYON CREEK PARK,FRIENDS OF TRYON CREEK PARK,11321 SW TERWILLIGER BL,OR,97219,5036364398,HTTP://WWW.TRYONFRIENDS.ORG/,714206,-122.67742,45.44823,11321 SW TERWILLIGER BLV
BOT,MOUNT PISGAH ARBORETUM,MOUNT PISGAH ARBORETUM,34901 FRANK PARRISH RD,OR,97405,5417414110,HTTP://WWW.MOUNTPISGAHARBORETUM.COM/,375939,-122.98178,44.00879,34901 FRANK PARRISH RD
HST,ASHLAND HISTORIC RAILROAD MUSEUM,ASHLAND HISTORIC RAILROAD MUSEUM,258 A STREET,OR,97520,5414827245,HTTP://WWW.ASHLANDRRMUSEUM.ORG,0,-122.71014,42.19036,406 IOWA ST
NAT,OREGON NATURAL HISTORY COALITION,OREGON NATURAL HISTORY COALITION,PO BOX 5151,OR,97208, , , ,-122.67923,45.52738,PO BOX 5151
BOT,ROGERSON CLEMATIS COLLECTION,FRIENDS OF THE ROGERSON CLEMATIS COLLECTION,PO BOX 734,OR,97034,9717774394,HTTP://ROGERSONCLEMATISCOLLECTION.ORG/,0,-122.68773,45.39245,125 ROSEMONT RD
SCI,VINTAGETEK ORG,VINTAGETEK ORG,4620A SW BEAVERTON HILLSDALE HIGHWA,OR,97221,5036440161,HTTP://WWW.VINTAGETEK.ORG,0,-122.72343,45.48571,4620A SW BEAVERTON-HILLS
HST,PACIFIC NORTHWEST LOGGING MUSEUM,PACIFIC NORTHWEST LOGGING MUSEUM,3995 BROOKLAKE RD NE,OR,97303,5034638701,HTTP://WWW.PACIFICNWTRUCKMUSEUM.ORG,31511,-122.97844,45.04966,3995 BROOKLAKE RD NE
ART,HEART GALLERY OF OREGON,HEART GALLERY OF OREGON,PO BOX 5125,OR,97208, , , ,-122.67923,45.52738,PO BOX 5125
ART,MUSEUM OF PEOPLES ART-LABOR LIFE & LANDSCAPE OF THE PACIFIC,MUSEUM OF PEOPLES ART-LABOR LIFE & LANDSCAPE OF THE PACIFIC,PO BOX 3023,OR,97107,5033772782, ,0,-123.88323,45.52501,5TH STREET & HIGHWAY 101
HST,CRACKER CREEK MUSEUM OF MINING,CRACKER CREEK MUSEUM OF MINING INC,PO BOX 236,OR,97877, , ,0,-117.85114,44.78133,2465 18TH ST
ART,YAQUINA RIVER MUSEUM OF ART,YAQUINA RIVER MUSEUM OF ART LTD,PO BOX 2000,OR,97365,5413361907, ,0,-123.93609,44.62084,151 NE ALDER ST
BOT,LORD AND SCHRYVER CONSERVANCY,LORD AND SCHRYVER CONSERVANCY,PO BOX 2755,OR,97308,5038380527,http://www.lordandschryverconservancy.org/,357388,-123.04013,44.93692,PO BOX 2755
ART,PORTLAND ART MUSEUM,PORTLAND ART MUSEUM,1219 SW PARK AVE,OR,97205,5032262811,HTTP://PORTLANDARTMUSEUM.ORG/,16026230,-122.67929,45.52667,1219 SW PARK AVE
ART,UMPQUA VALLEY ARTS ASSOCIATION,UMPQUA VALLEY ARTS ASSOCIATION,1624 W HARVARD AVE,OR,97471,5416722532,HTTP://UVARTS.COM/,273360,-123.36774,43.21349,1624 W HARVARD AVE
HST,MUSEUM AT WARM SPRINGS,MUSEUM AT WARM SPRINGS,PO BOX 909,OR,97761,5415533331, ,637202,-121.30239,44.76281,2189 U S 26
BOT,BERRY BOTANIC GARDEN,BERRY BOTANIC GARDEN,11505 SW SUMMERVILLE AVE,OR,97219,5036364112,HTTP://WWW.BERRYBOT.ORG, ,-122.6613,45.44201,11505 SW SUMMERVILLE AVE
CMU,WONDER WORKS - A CHILDREN'S MUSEUM,WONDER WORKS - A CHILDRENS MUSEUM,PO BOX 355,OR,97058,5419805922,HTTP://WWW.WONDERWORKSCHILDRENSMUSEUM.ORG/,47613,-121.17643,45.59954,206 MADISON STREET
HST,MARSHFIELD SUN PRINTING MUSEUM,MARSHFIELD SUN ASSOCIATION INC,PO BOX 783,OR,97420,5412660901, ,0,-124.21176,43.37427,1049 N FRONT ST
ART,GRANTS PASS MUSEUM OF ART,GRANTS PASS MUSEUM OF ART,PO BOX 966,OR,97528,5414793290,HTTP://WWW.GPMUSEUM.COM/,145386,-123.32936,42.43952,229 SW G ST
HST,ALBANY REGIONAL MUSEUM CORPORATION,ALBANY REGIONAL MUSEUM CORPORATION,136 LYON ST S,OR,97321,5419677122, ,108928,-123.10489,44.6369,136 LYON ST S
HST,OREGON MARITIME MUSEUM,OREGON MARITIME MUSEUM,115 SW ASH ST,OR,97204,5032247724,HTTP://WWW.OREGONMARITIMEMUSEUM.ORG/,164901,-122.67142,45.52181,115 SOUTHWEST ASH STREET #400C
ART,INTERNATIONAL MUSEUM OF CAROUSEL ART,INTERNATIONAL MUSEUM OF CAROUSEL ART,PO BOX 797,OR,97031,5413874622, ,56250,-121.51439,45.70966,PO BOX 797
HST,SPRINGFIELD MUSEUM,SPRINGFIELD MUSEUM,590 MAIN ST,OR,97477,5417262300, ,62755,-123.01842,44.04627,590 MAIN ST
BOT,LEACH BOTANICAL GARDEN,LEACH BOTANICAL GARDEN,PO BOX 90667,OR,97290,5038239503,HTTP://WWW.LEACHGARDEN.ORG,229966,-122.53674,45.47446,6704 SE 122ND AVE
BOT,DELBERT HUNTER ARBORETUM AND BOTANIC GARDEN,FRIENDS OF THE DELBERT HUNTER ARBORETUM AND BOTANICAL GARDE,PO BOX 604,OR,97338,5036237359,HTTP://WWW.DELBERTHUNTERARBORETUM.ORG/,0,-123.32566,44.92424,631 SW PARK STREET
NAT,NORTHWEST MUSEUM OF NATURAL HISTORY ASSOCIATION,NORTHWEST MUSEUM OF NATURAL HISTORY ASSOCIATION,PO BOX 1943,OR,97207, , ,0,-122.67722,45.51426,PO BOX 1493
ZAW,OREGON COAST AQUARIUM,OREGON COAST AQUARIUM INC,2820 SE FENY SLIP ROAD,OR,97365, ,HTTP://AQUARIUM.ORG/,8121897,-124.05239,44.61825,2820 SE FERRY SLIP RD
NAT,CRATER ROCK MUSEUM,ROXY ANN GEM & MINERAL INC,2002 SCENIC AVE,OR,97502,5416646081,HTTP://CRATERROCK.COM,79775,-122.91264,42.37668,PO BOX 3999
ART,NEW ZONE GALLERY,NEW ZONE GALLERY INC,PO BOX 21015,OR,97402,5416830759, ,0,-123.13667,44.05065,PO BOX 21015
HST,GARIBALDI MUSEUM,GARIBALDI MUSEUM INC,PO BOX 5,OR,97118,5033228411,HTTP://GARIBALDIMUSEUM.ORG/,25832,-123.91418,45.55931,112 GARIBALDI AVE
